;SYMBOL;MAP;chromosome_name
ENSG00000204220;PFDN6;6p21.32;6
ENSG00000158571;PFKFB1;Xp11.21;X
ENSG00000123836;PFKFB2;1q32.1;1
ENSG00000170525;PFKFB3;10p15.1;10
ENSG00000114268;PFKFB4;3p21.31;3
ENSG00000141959;PFKL;21q22.3;21
ENSG00000152556;PFKM;12q13.11;12
ENSG00000067057;PFKP;10p15.2;10
ENSG00000108518;PFN1;17p13.2;17
ENSG00000270392;PFN1P2;1p11.2;1
ENSG00000070087;PFN2;3q25.1;3
ENSG00000196570;PFN3;5q35.3;5
ENSG00000176732;PFN4;2p23.3;2
ENSG00000283349;PFN5P;Xq11.2;X
ENSG00000229859;PGA3;11q12.2;11
ENSG00000229183;PGA4;11q12.2;11
ENSG00000256713;PGA5;11q12.2;11
ENSG00000171314;PGAM1;10q24.1;10
ENSG00000248271;PGAM1P1;5q11.2;5
ENSG00000233623;PGAM1P11;1p36.22;1
ENSG00000248838;PGAM1P13;8q23.1;8
ENSG00000230274;PGAM1P3;3p22.1;3
ENSG00000257150;PGAM1P5;12q22;12
ENSG00000224464;PGAM1P6;2p23.3;2
ENSG00000164708;PGAM2;7p13;7
ENSG00000237256;PGAM3P;20p12.2;20
ENSG00000226784;PGAM4;Xq21.1;X
ENSG00000248488;PGAM4P2;4q26;4
ENSG00000247077;PGAM5;12q24.33;12
ENSG00000197121;PGAP1;2q33.1;2
ENSG00000148985;PGAP2;11p15.4;11
ENSG00000161395;PGAP3;17q12;17
ENSG00000165152;PGAP4;9q31.1;9
ENSG00000129925;PGAP6;16p13.3;16
ENSG00000137338;PGBD1;6p22.1;6
ENSG00000185220;PGBD2;1q44;1
ENSG00000257308;PGBD3P1;12q14.1;12
ENSG00000233787;PGBD3P2;5p13.3;5
ENSG00000251501;PGBD3P4;4p13;4
ENSG00000182405;PGBD4;15q14;15
ENSG00000248877;PGBD4P4;4q28.3;4
ENSG00000177614;PGBD5;1q42.13;1
ENSG00000227179;PGBP;1p13.2;1
ENSG00000096088;PGC;6p21.1;6
ENSG00000142657;PGD;1p36.22;1
ENSG00000265273;PGDP1;18q12.1;18
ENSG00000119630;PGF;14q24.3;14
ENSG00000142102;PGGHG;11p15.5;11
ENSG00000164219;PGGT1B;5q22.3;5
ENSG00000102144;PGK1;Xq21.1;X
ENSG00000213290;PGK1P2;19p13.2;19
ENSG00000170950;PGK2;6p12.3;6
ENSG00000130313;PGLS;19p13.11;19
ENSG00000269439;PGLS-DT;19p13.11;19
ENSG00000008438;PGLYRP1;19q13.32;19
ENSG00000161031;PGLYRP2;19p13.12;19
ENSG00000159527;PGLYRP3;1q21.3;1
ENSG00000163218;PGLYRP4;1q21.3;1
ENSG00000079739;PGM1;1p31.3;1
ENSG00000169299;PGM2;4p14;4
ENSG00000165434;PGM2L1;11q13.4;11
ENSG00000013375;PGM3;6q14.1;6
ENSG00000154330;PGM5;9q21.11;9
ENSG00000224958;PGM5-AS1;9q21.11;9
ENSG00000277778;PGM5P2;9p11.2;9
ENSG00000277631;PGM5P3-AS1;9p24.3;9
ENSG00000231943;PGM5P4-AS1;2q14.1;2
ENSG00000184207;PGP;16p13.3;16
ENSG00000130517;PGPEP1;19p13.11;19
ENSG00000183571;PGPEP1L;15q26.3;15
ENSG00000082175;PGR;11q22.1;11
ENSG00000101856;PGRMC1;Xq24;X
ENSG00000164040;PGRMC2;4q28.2;4
ENSG00000087157;PGS1;17q25.3;17
ENSG00000112137;PHACTR1;6p24.1;6
ENSG00000112419;PHACTR2;6q24.2;6
ENSG00000235740;PHACTR2-AS1;6q24.2;6
ENSG00000087495;PHACTR3;20q13.32-q13.33;20
ENSG00000238194;PHACTR3-AS1;20q13.32;20
ENSG00000204138;PHACTR4;1p35.3;1
ENSG00000125149;PHAF1;16q22.1;16
ENSG00000164902;PHAX;5q23.2;5
ENSG00000167085;PHB1;17q21.33;17
ENSG00000248913;PHB1P14;4q32.3;4
ENSG00000262648;PHB1P15;7q11.23;7
ENSG00000254407;PHB1P17;11q24.1;11
ENSG00000230251;PHB1P4;2q24.1;2
ENSG00000233523;PHB1P5;7q11.23;7
ENSG00000276592;PHB1P6;7q11.23;7
ENSG00000230224;PHB1P9;10q24.31;10
ENSG00000215021;PHB2;12p13.31;12
ENSG00000111752;PHC1;12p13.31;12
ENSG00000134686;PHC2;1p35.1;1
ENSG00000233246;PHC2-AS1;1p35.1;1
ENSG00000173889;PHC3;3q26.2;3
ENSG00000198324;PHETA1;12q24.12;12
ENSG00000177096;PHETA2;22q13.2;22
ENSG00000102174;PHEX;Xp22.11;X
ENSG00000224204;PHEX-AS1;Xp22.11;X
ENSG00000112511;PHF1;6p21.32;6
ENSG00000130024;PHF10;6q27;6
ENSG00000136147;PHF11;13q14.2;13
ENSG00000109118;PHF12;17q11.2;17
ENSG00000116273;PHF13;1p36.31;1
ENSG00000106443;PHF14;7p21.3;7
ENSG00000119403;PHF19;9q33.2;9
ENSG00000197724;PHF2;9q22.31;9
ENSG00000025293;PHF20;20q11.22-q11.23;20
ENSG00000129292;PHF20L1;8q24.22;8
ENSG00000135365;PHF21A;11p11.2;11
ENSG00000056487;PHF21B;22q13.31;22
ENSG00000040633;PHF23;17p13.1;17
ENSG00000122733;PHF24;9p13.3;9
ENSG00000118482;PHF3;6q12;6
ENSG00000100410;PHF5A;22q13.2;22
ENSG00000259586;PHF5HP;15q26.3;15
ENSG00000156531;PHF6;Xq26.2;X
ENSG00000010318;PHF7;3p21.1;3
ENSG00000172943;PHF8;Xp11.22;X
ENSG00000092621;PHGDH;1p12;1
ENSG00000233041;PHGR1;15q15.1;15
ENSG00000146247;PHIP;6q14.1;6
ENSG00000067177;PHKA1;Xq13.1;X
ENSG00000231944;PHKA1-AS1;Xq13.1;X
ENSG00000044446;PHKA2;Xp22.13;X
ENSG00000102893;PHKB;16q12.1;16
ENSG00000226262;PHKBP1;20p12.3;20
ENSG00000164776;PHKG1;7p11.2;7
ENSG00000226075;PHKG1P1;7q11.21;7
ENSG00000236919;PHKG1P3;11p11.12;11
ENSG00000156873;PHKG2;16p11.2;16
ENSG00000139289;PHLDA1;12q21.2;12
ENSG00000181649;PHLDA2;11p15.4;11
ENSG00000174307;PHLDA3;1q32.1;1
ENSG00000019144;PHLDB1;11q23.3;11
ENSG00000144824;PHLDB2;3q13.2;3
ENSG00000176531;PHLDB3;19q13.31;19
ENSG00000081913;PHLPP1;18q21.33;18
ENSG00000040199;PHLPP2;16q22.2;16
ENSG00000173868;PHOSPHO1;17q21.32;17
ENSG00000144362;PHOSPHO2;2q31.1;2
ENSG00000165462;PHOX2A;11q13.4;11
ENSG00000109132;PHOX2B;4p13;4
ENSG00000054148;PHPT1;9q34.3;9
ENSG00000070047;PHRF1;11p15.5;11
ENSG00000116793;PHTF1;1p13.2;1
ENSG00000006576;PHTF2;7q11.23-q21.11;7
ENSG00000107537;PHYH;10p13;10
ENSG00000175287;PHYHD1;9q34.11;9
ENSG00000168490;PHYHIP;8p21.3;8
ENSG00000165443;PHYHIPL;10q21.1;10
ENSG00000175309;PHYKPL;5q35.3;5
ENSG00000137558;PI15;8q21.13;8
ENSG00000164530;PI16;6p21.2;6
ENSG00000124102;PI3;20q13.12;20
ENSG00000155252;PI4K2A;10q24.2;10
ENSG00000038210;PI4K2B;4p15.2;4
ENSG00000241973;PI4KA;22q11.21;22
ENSG00000274602;PI4KAP1;22q11.21;22
ENSG00000183506;PI4KAP2;22q11.21;22
ENSG00000143393;PI4KB;1q21.3;1
ENSG00000139200;PIANP;12p13.31;12
ENSG00000033800;PIAS1;15q23;15
ENSG00000078043;PIAS2;18q21.1;18
ENSG00000131788;PIAS3;1q21.1;1
ENSG00000105229;PIAS4;19p13.3;19
ENSG00000083535;PIBF1;13q21.33-q22.1;13
ENSG00000073921;PICALM;11q14.2;11
ENSG00000246640;PICART1;17q21.33;17
ENSG00000100151;PICK1;22q13.1;22
ENSG00000275874;PICSAR;21q22.3;21
ENSG00000153823;PID1;2q36.3;2
ENSG00000177595;PIDD1;11p15.5;11
ENSG00000160345;PIERCE1;9q34.3;9
ENSG00000261652;PIERCE2;15q21.3;15
ENSG00000103335;PIEZO1;16q24.3;16
ENSG00000233686;PIEZO1P1;20q13.32;20
ENSG00000154864;PIEZO2;18p11.22-p11.21;18
ENSG00000140451;PIF1;15q22.31;15
ENSG00000173947;PIFO;1p13.2;1
ENSG00000165195;PIGA;Xp22.2;X
ENSG00000069943;PIGB;15q21.3;15
ENSG00000225973;PIGBOS1;15q21.3;15
ENSG00000135845;PIGC;1q24.3;1
ENSG00000151665;PIGF;2p21;2
ENSG00000227592;PIGFP3;Xp21.2;X
ENSG00000174227;PIGG;4p16.3;4
ENSG00000100564;PIGH;14q24.1;14
ENSG00000142892;PIGK;1p31.1;1
ENSG00000108474;PIGL;17p11.2;17
ENSG00000143315;PIGM;1q23.2;1
ENSG00000197563;PIGN;18q21.33;18
ENSG00000165282;PIGO;9p13.3;9
ENSG00000185808;PIGP;21q22.13;21
ENSG00000265564;PIGPP4;18p11.22;18
ENSG00000007541;PIGQ;16p13.3;16
ENSG00000227104;PIGQP1;1p32.2;1
ENSG00000162896;PIGR;1q32.1;1
ENSG00000087111;PIGS;17q11.2;17
ENSG00000124155;PIGT;20q13.12;20
ENSG00000101464;PIGU;20q11.22;20
ENSG00000224437;PIGUP1;9q21.12;9
ENSG00000060642;PIGV;1p36.11;1
ENSG00000277161;PIGW;17q12;17
ENSG00000163964;PIGX;3q29;3
ENSG00000255072;PIGY;4q22.1;4
ENSG00000285122;PIGY-DT;4q22.1;4
ENSG00000119227;PIGZ;3q29;3
ENSG00000104872;PIH1D1;19q13.33;19
ENSG00000150773;PIH1D2;11q23.1;11
ENSG00000155629;PIK3AP1;10q24.1;10
ENSG00000011405;PIK3C2A;11p15.1;11
ENSG00000133056;PIK3C2B;1q32.1;1
ENSG00000139144;PIK3C2G;12p12.3;12
ENSG00000078142;PIK3C3;18q12.3;18
ENSG00000121879;PIK3CA;3q26.32;3
ENSG00000229102;PIK3CA-DT;3q26.32;3
ENSG00000051382;PIK3CB;3q22.3;3
ENSG00000171608;PIK3CD;1p36.22;1
ENSG00000179840;PIK3CD-AS1;1p36.22;1
ENSG00000231789;PIK3CD-AS2;1p36.22;1
ENSG00000231610;PIK3CDP1;2p25.2;2
ENSG00000105851;PIK3CG;7q22.3;7
ENSG00000100100;PIK3IP1;22q12.2;22
ENSG00000228839;PIK3IP1-DT;22q12.2;22
ENSG00000145675;PIK3R1;5q13.1;5
ENSG00000105647;PIK3R2;19p13.11;19
ENSG00000117461;PIK3R3;1p34.1;1
ENSG00000196455;PIK3R4;3q22.1;3
ENSG00000141506;PIK3R5;17p13.1;17
ENSG00000276231;PIK3R6;17p13.1;17
ENSG00000115020;PIKFYVE;2q34;2
ENSG00000085514;PILRA;7q22.1;7
ENSG00000121716;PILRB;7q22.1;7
ENSG00000137193;PIM1;6p21.2;6
ENSG00000102096;PIM2;Xp11.23;X
ENSG00000198355;PIM3;22q13.33;22
ENSG00000129195;PIMREG;17p13.2;17
ENSG00000127445;PIN1;19p13.2;19
ENSG00000267289;PIN1-DT;19p13.2;19
ENSG00000229359;PIN1P1;1p31.1;1
ENSG00000102309;PIN4;Xq13.1;X
ENSG00000224294;PINCR;Xp11.3;X
ENSG00000158828;PINK1;1p36.12;1
ENSG00000117242;PINK1-AS;1p36.12;1
ENSG00000234465;PINLYP;19q13.31;19
ENSG00000254093;PINX1;8p23.1;8
ENSG00000258724;ENSG00000258724;8p23.1;8
ENSG00000159763;PIP;7q34;7
ENSG00000150867;PIP4K2A;10p12.2;10
ENSG00000276293;PIP4K2B;17q12;17
ENSG00000166908;PIP4K2C;12q13.3;12
ENSG00000165782;PIP4P1;14q11.2;14
ENSG00000155099;PIP4P2;8q21.3;8
ENSG00000143398;PIP5K1A;1q21.3;1
ENSG00000107242;PIP5K1B;9q21.11;9
ENSG00000186111;PIP5K1C;19p13.3;19
ENSG00000167103;PIP5KL1;9q34.11;9
ENSG00000179761;PIPOX;17q11.2;17
ENSG00000180764;PIPSL;10q23.33;10
ENSG00000087842;PIR;Xp22.2;X
ENSG00000233670;PIRT;17p12;17
ENSG00000241878;PISD;22q12.2;22
ENSG00000281473;PISRT1;3q23;3
ENSG00000057757;PITHD1;1p36.11;1
ENSG00000174238;PITPNA;17p13.3;17
ENSG00000236618;PITPNA-AS1;17p13.3;17
ENSG00000180957;PITPNB;22q12.1;22
ENSG00000154217;PITPNC1;17q24.2;17
ENSG00000110697;PITPNM1;11q13.2;11
ENSG00000090975;PITPNM2;12q24.31;12
ENSG00000251497;PITPNM2-AS1;12q24.31;12
ENSG00000091622;PITPNM3;17p13.2-p13.1;17
ENSG00000107959;PITRM1;10p15.2;10
ENSG00000237399;PITRM1-AS1;10p15.2;10
ENSG00000069011;PITX1;5q31.1;5
ENSG00000224186;PITX1-AS1;5q31.1;5
ENSG00000164093;PITX2;4q25;4
ENSG00000107859;PITX3;10q24.32;10
ENSG00000125207;PIWIL1;12q24.33;12
ENSG00000197181;PIWIL2;8p21.3;8
ENSG00000254064;PIWIL2-DT;8p21.3;8
ENSG00000184571;PIWIL3;22q11.23;22
ENSG00000134627;PIWIL4;11q21;11
ENSG00000255929;PIWIL4-AS1;11q21;11
ENSG00000181191;PJA1;Xq13.1;X
ENSG00000198961;PJA2;5q21.3;5
ENSG00000204311;PJVK;2q31.2;2
ENSG00000008710;PKD1;16p13.3;16
ENSG00000259933;PKD1-AS1;16p13.3;16
ENSG00000158683;PKD1L1;7p12.3;7
ENSG00000136275;PKD1L1-AS1;7p12.3;7
ENSG00000166473;PKD1L2;16q23.2;16
ENSG00000277481;PKD1L3;16q22.2;16
ENSG00000227827;PKD1P2;16p13.11;16
ENSG00000183458;PKD1P3;16p13.11;16
ENSG00000205746;PKD1P4;16p12.3;16
ENSG00000254681;PKD1P5;16p12.3;16
ENSG00000250251;PKD1P6;16p13.11;16
ENSG00000270580;PKD1P6-NPIPP1;16p13.11;16
ENSG00000118762;PKD2;4q22.1;4
ENSG00000107593;PKD2L1;10q24.31;10
ENSG00000078795;PKD2L2;5q31.2;5
ENSG00000162878;PKDCC;2p21;2
ENSG00000130943;PKDREJ;22q13.31;22
ENSG00000170927;PKHD1;6p12.3-p12.2;6
ENSG00000205038;PKHD1L1;8q23.1-q23.2;8
ENSG00000171033;PKIA;8q21.13;8
ENSG00000254266;PKIA-AS1;8q21.13;8
ENSG00000135549;PKIB;6q22.31;6
ENSG00000168734;PKIG;20q13.12;20
ENSG00000143627;PKLR;1q22;1
ENSG00000067225;PKM;15q23;15
ENSG00000220563;PKMP3;6q14.3;6
ENSG00000127564;PKMYT1;16p13.3;16
ENSG00000123143;PKN1;19p13.12;19
ENSG00000065243;PKN2;1p22.2;1
ENSG00000237505;PKN2-AS1;1p22.2;1
ENSG00000160447;PKN3;9q34.11;9
ENSG00000160199;PKNOX1;21q22.3;21
ENSG00000165495;PKNOX2;11q24.2;11
ENSG00000254880;PKNOX2-DT;11q24.2;11
ENSG00000081277;PKP1;1q32.1;1
ENSG00000057294;PKP2;12p11.21;12
ENSG00000184363;PKP3;11p15.5;11
ENSG00000144283;PKP4;2q24.1;2
ENSG00000204380;PKP4-AS1;2q24.1;2
ENSG00000144837;PLA1A;3q13.33;3
ENSG00000069764;PLA2G10;16p13.12;16
ENSG00000123739;PLA2G12A;4q25;4
ENSG00000138308;PLA2G12B;10q22.1;10
ENSG00000103066;PLA2G15;16q22.1;16
ENSG00000170890;PLA2G1B;12q24.31;12
ENSG00000188257;PLA2G2A;1p36.13;1
ENSG00000187980;PLA2G2C;1p36.12;1
ENSG00000117215;PLA2G2D;1p36.12;1
ENSG00000188784;PLA2G2E;1p36.13;1
ENSG00000158786;PLA2G2F;1p36.12;1
ENSG00000100078;PLA2G3;22q12.2;22
ENSG00000116711;PLA2G4A;1q31.1;1
ENSG00000243708;PLA2G4B;15q15.1;15
ENSG00000105499;PLA2G4C;19q13.33;19
ENSG00000269420;PLA2G4C-AS1;19q13.33;19
ENSG00000159337;PLA2G4D;15q15.1;15
ENSG00000188089;PLA2G4E;15q15.1;15
ENSG00000246740;PLA2G4E-AS1;15q15.1;15
ENSG00000168907;PLA2G4F;15q15.1;15
ENSG00000127472;PLA2G5;1p36.13;1
ENSG00000184381;PLA2G6;22q13.1;22
ENSG00000146070;PLA2G7;6p12.3;6
ENSG00000153246;PLA2R1;2q24.2;2
ENSG00000137055;PLAA;9p21.2;9
ENSG00000127252;PLAAT1;3q29;3
ENSG00000133328;PLAAT2;11q12.3;11
ENSG00000176485;PLAAT3;11q12.3-q13.1;11
ENSG00000133321;PLAAT4;11q12.3;11
ENSG00000168004;PLAAT5;11q12.3;11
ENSG00000170965;PLAC1;Xq26.3;X
ENSG00000280109;PLAC4;21q22.2;21
ENSG00000145287;PLAC8;4q21.22;4
ENSG00000173261;PLAC8L1;5q32;5
ENSG00000189129;PLAC9;10q22.3;10
ENSG00000214100;PLAC9P1;2q21.1;2
ENSG00000181690;PLAG1;8q12.1;8
ENSG00000118495;PLAGL1;6q24.2;6
ENSG00000126003;PLAGL2;20q11.21;20
ENSG00000104368;PLAT;8p11.21;8
ENSG00000122861;PLAU;10q22.2;10
ENSG00000011422;PLAUR;19q13.31;19
ENSG00000163803;PLB1;2p23.2;2
ENSG00000121316;PLBD1;12p13.1;12
ENSG00000256751;PLBD1-AS1;12p13.1-p12.3;12
ENSG00000151176;PLBD2;12q24.13;12
ENSG00000182621;PLCB1;20p12.3;20
ENSG00000225479;PLCB1-IT1;20p12.3;20
ENSG00000137841;PLCB2;15q15.1;15
ENSG00000149782;PLCB3;11q13.1;11
ENSG00000101333;PLCB4;20p12.3-p12.2;20
ENSG00000187091;PLCD1;3p22.2;3
ENSG00000161714;PLCD3;17q21.31;17
ENSG00000115556;PLCD4;2q35;2
ENSG00000138193;PLCE1;10q23.33;10
ENSG00000268894;PLCE1-AS1;10q23.33;10
ENSG00000232913;PLCE1-AS2;10q23.33;10
ENSG00000124181;PLCG1;20q12;20
ENSG00000226648;PLCG1-AS1;20q12;20
ENSG00000197943;PLCG2;16q23.3;16
ENSG00000114805;PLCH1;3q25.31;3
ENSG00000239508;PLCH1-AS1;3q25.31;3
ENSG00000242925;PLCH1-AS2;3q25.31;3
ENSG00000149527;PLCH2;1p36.32;1
ENSG00000115896;PLCL1;2q33.1;2
ENSG00000154822;PLCL2;3p24.3;3
ENSG00000182378;PLCXD1;X;X
ENSG00000240891;PLCXD2;3q13.2;3
ENSG00000182836;PLCXD3;5p13.1;5
ENSG00000139151;PLCZ1;12p12.3;12
ENSG00000075651;PLD1;3q26.31;3
ENSG00000129219;PLD2;17p13.2;17
ENSG00000105223;PLD3;19q13.2;19
ENSG00000166428;PLD4;14q32.33;14
ENSG00000180287;PLD5;1q43;1
ENSG00000179598;PLD6;17p11.2;17
ENSG00000178209;PLEC;8q24.3;8
ENSG00000115956;PLEK;2p14;2
ENSG00000100558;PLEK2;14q23.3-q24.1;14
ENSG00000107679;PLEKHA1;10q26.13;10
ENSG00000169499;PLEKHA2;8p11.22;8
ENSG00000116095;PLEKHA3;2q31.2;2
ENSG00000105559;PLEKHA4;19q13.33;19
ENSG00000052126;PLEKHA5;12p12.3;12
ENSG00000143850;PLEKHA6;1q32.1;1
ENSG00000166689;PLEKHA7;11p15.2-p15.1;11
ENSG00000106086;PLEKHA8;7p14.3;7
ENSG00000134297;PLEKHA8P1;12q12;12
ENSG00000021300;PLEKHB1;11q13.4;11
ENSG00000115762;PLEKHB2;2q21.1;2
ENSG00000175985;PLEKHD1;14q24.1;14
ENSG00000166289;PLEKHF1;19q12;19
ENSG00000175895;PLEKHF2;8q22.1;8
ENSG00000120278;PLEKHG1;6q25.1;6
ENSG00000090924;PLEKHG2;19q13.2;19
ENSG00000126822;PLEKHG3;14q23.3;14
ENSG00000196155;PLEKHG4;16q22.1;16
ENSG00000153404;PLEKHG4B;5p15.33;5
ENSG00000171680;PLEKHG5;1p36.31;1
ENSG00000008323;PLEKHG6;12p13.31;12
ENSG00000187510;PLEKHG7;12q22;12
ENSG00000054690;PLEKHH1;14q24.1;14
ENSG00000152527;PLEKHH2;2p21;2
ENSG00000068137;PLEKHH3;17q21.2;17
ENSG00000104886;PLEKHJ1;19p13.3;19
ENSG00000225190;PLEKHM1;17q21.31;17
ENSG00000214176;PLEKHM1P1;17q24.1;17
ENSG00000116786;PLEKHM2;1p36.21;1
ENSG00000178385;PLEKHM3;2q33.3;2
ENSG00000187583;PLEKHN1;1p36.33;1
ENSG00000023902;PLEKHO1;1q21.2;1
ENSG00000241839;PLEKHO2;15q22.31;15
ENSG00000148735;PLEKHS1;10q25.3;10
ENSG00000188771;PLET1;11q23.1;11
ENSG00000122194;PLG;6q26;6
ENSG00000240935;PLGLA;2q12.2;2
ENSG00000183281;PLGLB1;2p11.2;2
ENSG00000125551;PLGLB2;2p11.2;2
ENSG00000107020;PLGRKT;9p24.1;9
ENSG00000166819;PLIN1;15q26.1;15
ENSG00000147872;PLIN2;9p22.1;9
ENSG00000105355;PLIN3;19p13.3;19
ENSG00000167676;PLIN4;19p13.3;19
ENSG00000214456;PLIN5;19p13.3;19
ENSG00000166851;PLK1;16p12.2;16
ENSG00000145632;PLK2;5q11.2;5
ENSG00000173846;PLK3;1p34.1;1
ENSG00000142731;PLK4;4q28.1;4
ENSG00000185988;PLK5;19p13.3;19
ENSG00000102934;PLLP;16q13;16
ENSG00000198523;PLN;6q22.31;6
ENSG00000083444;PLOD1;1p36.22;1
ENSG00000152952;PLOD2;3q24;3
ENSG00000106397;PLOD3;7q22.1;7
ENSG00000123560;PLP1;Xq22.2;X
ENSG00000102007;PLP2;Xp11.23;X
ENSG00000147471;PLPBP;8p11.23;8
ENSG00000067113;PLPP1;5q11.2;5
ENSG00000141934;PLPP2;19p13.3;19
ENSG00000162407;PLPP3;1p32.2;1
ENSG00000203805;PLPP4;10q26.12;10
ENSG00000147535;PLPP5;8p11.23;8
ENSG00000205808;PLPP6;9p24.1;9
ENSG00000160539;PLPP7;9q34.13;9
ENSG00000148123;PLPPR1;9q31.1;9
ENSG00000105520;PLPPR2;19p13.2;19
ENSG00000129951;PLPPR3;19p13.3;19
ENSG00000117600;PLPPR4;1p21.3-p21.2;1
ENSG00000117598;PLPPR5;1p21.3;1
ENSG00000232825;PLPPR5-AS1;1p21.3;1
ENSG00000171566;PLRG1;4q31.3;4
ENSG00000120756;PLS1;3q23;3
ENSG00000254534;PLS1P1;11q22.1;11
ENSG00000102024;PLS3;Xq23;X
ENSG00000271826;PLS3-AS1;Xq23;X
ENSG00000188313;PLSCR1;3q24;3
ENSG00000163746;PLSCR2;3q24;3
ENSG00000187838;PLSCR3;17p13.1;17
ENSG00000114698;PLSCR4;3q24;3
ENSG00000231213;PLSCR5;3q24;3
ENSG00000100979;PLTP;20q13.12;20
ENSG00000130300;PLVAP;19p13.11;19
ENSG00000161381;PLXDC1;17q12;17
ENSG00000120594;PLXDC2;10p12.31;10
ENSG00000114554;PLXNA1;3q21.3;3
ENSG00000076356;PLXNA2;1q32.2;1
ENSG00000130827;PLXNA3;Xq28;X
ENSG00000221866;PLXNA4;7q32.3;7
ENSG00000164050;PLXNB1;3p21.31;3
ENSG00000196576;PLXNB2;22q13.33;22
ENSG00000198753;PLXNB3;Xq28;X
ENSG00000136040;PLXNC1;12q22;12
ENSG00000004399;PLXND1;3q22.1;3
ENSG00000162877;PM20D1;1q32.1;1
ENSG00000146281;PM20D2;6q15;6
ENSG00000141682;PMAIP1;18q21.32;18
ENSG00000183395;PMCH;12q23.2;12
ENSG00000168967;PMCHL1;5p14.3;5
ENSG00000169040;PMCHL2;5q13.2;5
ENSG00000185664;PMEL;12q13.2;12
ENSG00000124225;PMEPA1;20q13.31;20
ENSG00000160783;PMF1;1q22;1
ENSG00000260238;PMF1-BGLAP;1q22;1
ENSG00000118557;PMFBP1;16q22.2;16
ENSG00000283758;PMIS2;19q13.12;19
ENSG00000140464;PML;15q24.1;15
ENSG00000100417;PMM1;22q13.2;22
ENSG00000140650;PMM2;16p13.2;16
ENSG00000147588;PMP2;8q21.13;8
ENSG00000109099;PMP22;17p12;17
ENSG00000165688;PMPCA;9q34.3;9
ENSG00000105819;PMPCB;7q22.1;7
ENSG00000064933;PMS1;2q32.2;2
ENSG00000122512;PMS2;7p22.1;7
ENSG00000187953;PMS2CL;7p22.1;7
ENSG00000228546;PMS2P12;7q22.1;7
ENSG00000067601;PMS2P2;7q11.23;7
ENSG00000127957;PMS2P3;7q11.23;7
ENSG00000163344;PMVK;1q21.3;1
ENSG00000130822;PNCK;Xq28;X
ENSG00000132424;PNISR;6q16.2;6
ENSG00000127838;PNKD;2q35;2
ENSG00000039650;PNKP;19q13.33;19
ENSG00000146453;PNLDC1;6q25.3;6
ENSG00000175535;PNLIP;10q25.3;10
ENSG00000187021;PNLIPRP1;10q25.3;10
ENSG00000266200;PNLIPRP2;10q25.3;10
ENSG00000203837;PNLIPRP3;10q25.3;10
ENSG00000176903;PNMA1;14q24.3;14
ENSG00000240694;PNMA2;8p21.2;8
ENSG00000183837;PNMA3;Xq28;X
ENSG00000198883;PNMA5;Xq28;X
ENSG00000235961;PNMA6A;Xq28;X
ENSG00000214897;PNMA6E;Xq28;X
ENSG00000225110;PNMA6F;Xq28;X
ENSG00000182013;PNMA8A;19q13.32;19
ENSG00000204851;PNMA8B;19q13.32;19
ENSG00000277531;PNMA8C;19q13.32;19
ENSG00000141744;PNMT;17q12;17
ENSG00000100941;PNN;14q21.1;14
ENSG00000115946;PNO1;2p14;2
ENSG00000168081;PNOC;8p21.1;8
ENSG00000198805;PNP;14q11.2;14
ENSG00000180316;PNPLA1;6p21.31;6
ENSG00000177666;PNPLA2;11p15.5;11
ENSG00000100344;PNPLA3;22q13.31;22
ENSG00000006757;PNPLA4;Xp22.31;X
ENSG00000100341;PNPLA5;22q13.31;22
ENSG00000032444;PNPLA6;19p13.2;19
ENSG00000130653;PNPLA7;9q34.3;9
ENSG00000135241;PNPLA8;7q31.1;7
ENSG00000108439;PNPO;17q21.32;17
ENSG00000138035;PNPT1;2p16.1;2
ENSG00000146278;PNRC1;6q15;6
ENSG00000189266;PNRC2;1p36.11;1
ENSG00000164087;POC1A;3p21.2;3
ENSG00000139323;POC1B;12q21.33;12
ENSG00000259075;POC1B-GALNT4;12q21.33;12
ENSG00000152359;POC5;5q13.3;5
ENSG00000174348;PODN;1p32.3;1
ENSG00000132000;PODNL1;19p13.12;19
ENSG00000128567;PODXL;7q32.3;7
ENSG00000114631;PODXL2;3q21.3;3
ENSG00000124429;POF1B;Xq21.1;X
ENSG00000101346;POFUT1;20q11.21;20
ENSG00000186866;POFUT2;21q22.3;21
ENSG00000143157;POGK;1q24.1;1
ENSG00000163389;POGLUT1;3q13.33;3
ENSG00000134901;POGLUT2;13q33.1;13
ENSG00000178202;POGLUT3;11q22.3;11
ENSG00000143442;POGZ;1q21.3;1
ENSG00000101868;POLA1;Xp22.11-p21.3;X
ENSG00000014138;POLA2;11q13.1;11
ENSG00000285816;ENSG00000285816;11q13.1;11
ENSG00000070501;POLB;8p11.21;8
ENSG00000062822;POLD1;19q13.33;19
ENSG00000106628;POLD2;7p13;7
ENSG00000077514;POLD3;11q13.4;11
ENSG00000175482;POLD4;11q13.2;11
ENSG00000004142;POLDIP2;17q11.2;17
ENSG00000100227;POLDIP3;22q13.2;22
ENSG00000177084;POLE;12q24.33;12
ENSG00000100479;POLE2;14q21.3;14
ENSG00000148229;POLE3;9q32;9
ENSG00000115350;POLE4;2p12;2
ENSG00000140521;POLG;15q26.1;15
ENSG00000256525;POLG2;17q23.3;17
ENSG00000170734;POLH;6p21.1;6
